tipolista,dataimportazione,dataaggiornamento,nomefile,lunghezzafile,errore,md5file,aggiornamenti,numerosoggetti
us,2026-03-16 20:01:22.431+00,2026-03-16 20:01:22.432+00,cuba.xml,262316,f,,N,-1
au,2026-03-17 06:00:04.157+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-17 06:00:47.913+00,2026-03-12 23:00:00+00,ofac_sdn.xml,28099517,f,,N,-1
ch,2026-03-17 06:01:02.425+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-17 06:01:13.961+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-17 06:01:16.628+00,2026-03-16 22:00:06.145+00,onu.xml,2043664,f,,N,-1
eu,2026-03-17 06:01:19.078+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-17 06:01:28.049+00,2026-03-15 23:00:00+00,uk.xml,20620436,f,,N,-1
ca,2026-03-17 06:01:32.532+00,2026-03-17 06:01:36.904+00,ca.xml,1733973,f,,N,-1
us,2026-03-17 06:01:39.754+00,2026-03-17 06:01:39.755+00,cuba.xml,262316,f,,N,-1
au,2026-03-17 20:00:03.32+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-17 20:00:22.638+00,2026-03-12 23:00:00+00,ofac_sdn.xml,28099517,f,,N,-1
ch,2026-03-17 20:00:41.918+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-17 20:00:57.488+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-17 20:01:00.055+00,2026-03-16 22:00:06.145+00,onu.xml,2043664,f,,N,-1
eu,2026-03-17 20:01:02.538+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-17 20:01:10.572+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-17 20:01:15.539+00,2026-03-17 20:01:20.01+00,ca.xml,1733973,f,,N,-1
us,2026-03-17 20:01:23.132+00,2026-03-17 20:01:23.133+00,cuba.xml,262316,f,,N,-1
au,2026-03-18 06:00:04.065+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-18 06:00:19.22+00,2026-03-12 23:00:00+00,ofac_sdn.xml,28099517,f,,N,-1
ch,2026-03-18 06:00:34.17+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-18 06:00:59.862+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-18 06:01:02.535+00,2026-03-17 22:00:06.299+00,onu.xml,2043664,f,,N,-1
eu,2026-03-18 06:01:04.799+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-18 06:01:12.224+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-18 06:01:16.588+00,2026-03-18 06:01:23.707+00,ca.xml,1733973,f,,N,-1
us,2026-03-18 06:01:26.465+00,2026-03-18 06:01:26.465+00,cuba.xml,262316,f,,N,-1
au,2026-03-18 20:00:07.531+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-18 20:00:28.394+00,2026-03-17 23:00:00+00,ofac_sdn.xml,28090143,f,,N,-1
ch,2026-03-18 20:00:44.409+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-18 20:00:55.039+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-18 20:00:57.46+00,2026-03-17 22:00:06.299+00,onu.xml,2043664,f,,N,-1
eu,2026-03-18 20:00:59.903+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-18 20:01:09.442+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-18 20:01:13.868+00,2026-03-18 20:01:18.193+00,ca.xml,1733973,f,,N,-1
us,2026-03-18 20:01:21.697+00,2026-03-18 20:01:21.698+00,cuba.xml,262316,f,,N,-1
au,2026-03-19 06:00:05.228+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-19 06:00:23.226+00,2026-03-17 23:00:00+00,ofac_sdn.xml,28090143,f,,N,-1
ch,2026-03-19 06:00:41.68+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-19 06:00:55.834+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-19 06:00:58.356+00,2026-03-18 22:00:01.934+00,onu.xml,2043668,f,,N,-1
eu,2026-03-19 06:01:00.734+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-19 06:01:10.045+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-19 06:01:14.824+00,2026-03-19 06:01:19.09+00,ca.xml,1733973,f,,N,-1
us,2026-03-19 06:01:22.063+00,2026-03-19 06:01:22.064+00,cuba.xml,262316,f,,N,-1
au,2026-03-19 20:00:04.926+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-19 20:00:23.264+00,2026-03-17 23:00:00+00,ofac_sdn.xml,28090143,f,,N,-1
ch,2026-03-19 20:00:38.552+00,2026-03-09 23:00:00+00,ch.xml,37823917,f,,N,-1
nsdn,2026-03-19 20:00:53.208+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-19 20:00:55.801+00,2026-03-18 22:00:01.934+00,onu.xml,2043668,f,,N,-1
eu,2026-03-19 20:00:58.339+00,2026-02-01 23:00:00+00,euea.xml,24146433,f,,N,-1
uk,2026-03-19 20:01:08.021+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-19 20:01:12.657+00,2026-03-19 20:01:17.115+00,ca.xml,1733973,f,,N,-1
us,2026-03-19 20:01:20.258+00,2026-03-19 20:01:20.259+00,cuba.xml,262316,f,,N,-1
au,2026-03-20 06:00:07.454+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-20 06:00:25.957+00,2026-03-17 23:00:00+00,ofac_sdn.xml,28090143,f,,N,-1
ch,2026-03-20 06:00:40.424+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-20 06:01:02.061+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-20 06:01:04.613+00,2026-03-19 22:00:04.083+00,onu.xml,2043668,f,,N,-1
eu,2026-03-20 06:01:06.943+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-20 06:01:19.619+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-20 06:01:24.215+00,2026-03-20 06:01:28.482+00,ca.xml,1733973,f,,N,-1
us,2026-03-20 06:01:31.058+00,2026-03-20 06:01:31.058+00,cuba.xml,262316,f,,N,-1
au,2026-03-20 20:00:06.129+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-20 20:00:25.552+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-20 20:00:40.79+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-20 20:00:49.776+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-20 20:00:52.162+00,2026-03-19 22:00:04.083+00,onu.xml,2043668,f,,N,-1
eu,2026-03-20 20:00:54.493+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-20 20:01:03.67+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-20 20:01:08.604+00,2026-03-20 20:01:12.879+00,ca.xml,1733973,f,,N,-1
us,2026-03-20 20:01:15.576+00,2026-03-20 20:01:15.577+00,cuba.xml,262316,f,,N,-1
au,2026-03-21 06:00:06.84+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-21 06:00:23.887+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-21 06:00:39.252+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-21 06:00:48.853+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-21 06:00:51.361+00,2026-03-20 22:00:04.602+00,onu.xml,2043668,f,,N,-1
eu,2026-03-21 06:00:53.696+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-21 06:01:01.506+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-21 06:01:06.827+00,2026-03-21 06:01:11.064+00,ca.xml,1733973,f,,N,-1
us,2026-03-21 06:01:14.463+00,2026-03-21 06:01:14.464+00,cuba.xml,262316,f,,N,-1
au,2026-03-21 20:00:07.659+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-21 20:00:25.243+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-21 20:00:40.035+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-21 20:00:49.558+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-21 20:00:51.939+00,2026-03-20 22:00:04.602+00,onu.xml,2043668,f,,N,-1
eu,2026-03-21 20:00:54.261+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-21 20:01:03.678+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-21 20:01:08.144+00,2026-03-21 20:01:12.53+00,ca.xml,1733973,f,,N,-1
us,2026-03-21 20:01:15.436+00,2026-03-21 20:01:15.437+00,cuba.xml,262316,f,,N,-1
au,2026-03-22 06:00:04.65+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-22 06:00:21.087+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-22 06:00:37.297+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-22 06:01:09.921+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-22 06:01:12.503+00,2026-03-21 22:00:04.552+00,onu.xml,2043668,f,,N,-1
eu,2026-03-22 06:01:14.792+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-22 06:01:23.166+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-22 06:01:28.159+00,2026-03-22 06:01:32.543+00,ca.xml,1733973,f,,N,-1
us,2026-03-22 06:01:35.509+00,2026-03-22 06:01:35.51+00,cuba.xml,262316,f,,N,-1
au,2026-03-22 20:00:03.114+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-22 20:00:18.762+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-22 20:00:34.216+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-22 20:00:44.989+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-22 20:00:47.501+00,2026-03-21 22:00:04.552+00,onu.xml,2043668,f,,N,-1
eu,2026-03-22 20:00:49.946+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-22 20:00:57.905+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-22 20:01:03.139+00,2026-03-22 20:01:07.543+00,ca.xml,1733973,f,,N,-1
us,2026-03-22 20:01:10.795+00,2026-03-22 20:01:10.796+00,cuba.xml,262316,f,,N,-1
au,2026-03-23 06:00:08.654+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-23 06:00:55.983+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-23 06:01:12.794+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-23 06:01:33.082+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-23 06:01:35.634+00,2026-03-21 22:00:04.552+00,onu.xml,2043668,f,,N,-1
eu,2026-03-23 06:01:37.876+00,2026-03-19 23:00:00+00,euea.xml,24099325,f,,N,-1
uk,2026-03-23 06:01:45.511+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-23 06:01:49.981+00,2026-03-23 06:01:54.319+00,ca.xml,1733973,f,,N,-1
us,2026-03-23 06:01:57.03+00,2026-03-23 06:01:57.03+00,cuba.xml,262316,f,,N,-1
au,2026-03-23 20:00:01.513+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-23 20:00:19+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-23 20:00:35.613+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-23 20:00:49.966+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-23 20:00:52.652+00,2026-03-21 22:00:04.552+00,onu.xml,2043668,f,,N,-1
eu,2026-03-23 20:00:55.032+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-23 20:01:06.338+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-23 20:01:11.251+00,2026-03-23 20:01:16.081+00,ca.xml,1733973,f,,N,-1
us,2026-03-23 20:01:19.244+00,2026-03-23 20:01:19.244+00,cuba.xml,262316,f,,N,-1
au,2026-03-24 20:00:06.871+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-24 20:00:26.077+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-24 20:00:41.74+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-24 20:00:51.257+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-24 20:00:53.639+00,2026-03-23 22:00:06.683+00,onu.xml,2043668,f,,N,-1
eu,2026-03-24 20:00:55.831+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-24 20:01:03.956+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-24 20:01:08.196+00,2026-03-24 20:01:12.923+00,ca.xml,1733973,f,,N,-1
us,2026-03-24 20:01:15.741+00,2026-03-24 20:01:15.742+00,cuba.xml,262316,f,,N,-1
au,2026-03-25 06:00:07.7+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-25 06:00:22.297+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-25 06:00:36.526+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-25 06:00:56.149+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-25 06:00:58.658+00,2026-03-24 22:00:03.182+00,onu.xml,2043668,f,,N,-1
eu,2026-03-25 06:01:00.939+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-25 06:01:11.814+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-25 06:01:15.731+00,2026-03-25 06:01:19.98+00,ca.xml,1733973,f,,N,-1
us,2026-03-25 06:01:22.476+00,2026-03-25 06:01:22.477+00,cuba.xml,262316,f,,N,-1
au,2026-03-25 20:00:06.619+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-25 20:00:23.111+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-25 20:00:38.909+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-25 20:00:53.337+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-25 20:00:55.785+00,2026-03-24 22:00:03.182+00,onu.xml,2043668,f,,N,-1
eu,2026-03-25 20:00:58.055+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-25 20:01:07.195+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-25 20:01:11.409+00,2026-03-25 20:01:16.035+00,ca.xml,1733973,f,,N,-1
us,2026-03-25 20:01:18.748+00,2026-03-25 20:01:18.749+00,cuba.xml,262316,f,,N,-1
au,2026-03-26 06:00:07.302+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-26 06:00:22.451+00,2026-03-19 23:00:00+00,ofac_sdn.xml,28110270,f,,N,-1
ch,2026-03-26 06:00:37.746+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-26 06:00:49.202+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-26 06:00:51.708+00,2026-03-25 22:00:02.267+00,onu.xml,2043668,f,,N,-1
eu,2026-03-26 06:00:53.997+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-26 06:01:01.769+00,2026-03-16 23:00:00+00,uk.xml,20618780,f,,N,-1
ca,2026-03-26 06:01:06.213+00,2026-03-26 06:01:10.695+00,ca.xml,1733973,f,,N,-1
us,2026-03-26 06:01:13.817+00,2026-03-26 06:01:13.817+00,cuba.xml,262316,f,,N,-1
au,2026-03-26 20:00:08.664+00,2026-02-25 23:00:00+00,au.xlsx,1319859,f,,N,-1
sdn,2026-03-26 20:00:24.659+00,2026-03-25 23:00:00+00,ofac_sdn.xml,28104442,f,,N,-1
ch,2026-03-26 20:00:42.113+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-26 20:01:06.322+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-26 20:01:09.951+00,2026-03-25 22:00:02.267+00,onu.xml,2043668,f,,N,-1
eu,2026-03-26 20:01:13.679+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-26 20:01:21.735+00,2026-03-25 23:00:00+00,uk.xml,20657054,f,,N,-1
ca,2026-03-26 20:01:26.721+00,2026-03-26 20:01:33.222+00,ca.xml,1776180,f,,N,-1
us,2026-03-26 20:01:35.867+00,2026-03-26 20:01:35.868+00,cuba.xml,262316,f,,N,-1
au,2026-03-27 06:00:03.453+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-27 06:00:21.427+00,2026-03-25 23:00:00+00,ofac_sdn.xml,28104442,f,,N,-1
ch,2026-03-27 06:00:38.783+00,2026-03-19 23:00:00+00,ch.xml,37832809,f,,N,-1
nsdn,2026-03-27 06:01:07.336+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-27 06:01:09.993+00,2026-03-26 22:00:05.525+00,onu.xml,2048036,f,,N,-1
eu,2026-03-27 06:01:12.688+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-27 06:01:22.317+00,2026-03-25 23:00:00+00,uk.xml,20657054,f,,N,-1
ca,2026-03-27 06:01:27.596+00,2026-03-27 06:01:32.293+00,ca.xml,1776180,f,,N,-1
us,2026-03-27 06:01:35.436+00,2026-03-27 06:01:35.436+00,cuba.xml,262316,f,,N,-1
au,2026-03-27 20:00:08.509+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-27 20:00:25.921+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-27 20:00:40.608+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-27 20:01:03.006+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-27 20:01:05.666+00,2026-03-26 22:00:05.525+00,onu.xml,2048036,f,,N,-1
eu,2026-03-27 20:01:07.958+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-27 20:01:15.322+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-27 20:01:19.825+00,2026-03-27 20:01:24.34+00,ca.xml,1776180,f,,N,-1
us,2026-03-27 20:01:27.381+00,2026-03-27 20:01:27.381+00,cuba.xml,262316,f,,N,-1
au,2026-03-28 06:00:09.095+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-28 06:00:25.239+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-28 06:00:39.527+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-28 06:01:05.147+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-28 06:01:07.738+00,2026-03-27 22:00:04.96+00,onu.xml,2048036,f,,N,-1
eu,2026-03-28 06:01:10.15+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-28 06:01:18.057+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-28 06:01:22.745+00,2026-03-28 06:01:27.13+00,ca.xml,1776180,f,,N,-1
us,2026-03-28 06:01:29.904+00,2026-03-28 06:01:29.904+00,cuba.xml,262316,f,,N,-1
au,2026-03-28 20:00:00.11+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-28 20:00:15.97+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-28 20:00:30.455+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-28 20:00:45.751+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-28 20:00:48.287+00,2026-03-27 22:00:04.96+00,onu.xml,2048036,f,,N,-1
eu,2026-03-28 20:00:50.51+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-28 20:00:59.464+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-28 20:01:03.925+00,2026-03-28 20:01:08.193+00,ca.xml,1776180,f,,N,-1
us,2026-03-28 20:01:10.919+00,2026-03-28 20:01:10.919+00,cuba.xml,262316,f,,N,-1
au,2026-03-29 05:00:04.201+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-29 05:00:21.011+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-29 05:00:37.652+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-29 05:01:06.155+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-29 05:01:08.755+00,2026-03-28 22:00:02.092+00,onu.xml,2048036,f,,N,-1
eu,2026-03-29 05:01:11.004+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-29 05:01:18.296+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-29 05:01:22.278+00,2026-03-29 05:01:26.793+00,ca.xml,1776180,f,,N,-1
us,2026-03-29 05:01:29.294+00,2026-03-29 05:01:29.295+00,cuba.xml,262316,f,,N,-1
au,2026-03-29 19:00:08.116+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-29 19:00:25.086+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-29 19:00:39.392+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-29 19:01:01.47+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-29 19:01:04.138+00,2026-03-28 22:00:02.092+00,onu.xml,2048036,f,,N,-1
eu,2026-03-29 19:01:06.287+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-29 19:01:13.494+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-29 19:01:17.861+00,2026-03-29 19:01:22.113+00,ca.xml,1776180,f,,N,-1
us,2026-03-29 19:01:24.9+00,2026-03-29 19:01:24.901+00,cuba.xml,262316,f,,N,-1
au,2026-03-30 05:00:04.773+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-30 05:00:19.616+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-30 05:00:34.946+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-30 05:01:04.735+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-30 05:01:07.308+00,2026-03-28 22:00:02.092+00,onu.xml,2048036,f,,N,-1
eu,2026-03-30 05:01:09.853+00,2026-03-22 23:00:00+00,euea.xml,24162465,f,,N,-1
uk,2026-03-30 05:01:18.884+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-30 05:01:22.649+00,2026-03-30 05:01:27.152+00,ca.xml,1776180,f,,N,-1
us,2026-03-30 05:01:29.876+00,2026-03-30 05:01:29.877+00,cuba.xml,262316,f,,N,-1
au,2026-03-30 19:00:01.442+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-30 19:00:19.266+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-30 19:00:34.672+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-30 19:00:59.492+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-30 19:01:02.125+00,2026-03-28 22:00:02.092+00,onu.xml,2048036,f,,N,-1
eu,2026-03-30 19:01:04.408+00,2026-03-29 22:00:00+00,euea.xml,24175840,f,,N,-1
uk,2026-03-30 19:01:15.643+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-30 19:01:20.329+00,2026-03-30 19:01:24.833+00,ca.xml,1776180,f,,N,-1
us,2026-03-30 19:01:27.821+00,2026-03-30 19:01:27.821+00,cuba.xml,262316,f,,N,-1
au,2026-03-31 05:00:00.538+00,2026-03-25 23:00:00+00,au.xlsx,1287413,f,,N,-1
sdn,2026-03-31 05:00:17.915+00,2026-03-26 23:00:00+00,ofac_sdn.xml,28098329,f,,N,-1
ch,2026-03-31 05:00:32.803+00,2026-03-25 23:00:00+00,ch.xml,37838045,f,,N,-1
nsdn,2026-03-31 05:00:59.798+00,2026-01-07 23:00:00+00,ofac_non_sdn.xml,978210,f,,N,-1
aq,2026-03-31 05:01:02.386+00,2026-03-30 21:00:00.708+00,onu.xml,2050271,f,,N,-1
eu,2026-03-31 05:01:04.717+00,2026-03-29 22:00:00+00,euea.xml,24175840,f,,N,-1
uk,2026-03-31 05:01:12.119+00,2026-03-26 23:00:00+00,uk.xml,20665115,f,,N,-1
ca,2026-03-31 05:01:16.345+00,2026-03-31 05:01:22.867+00,ca.xml,1776180,f,,N,-1
us,2026-03-31 05:01:25.81+00,2026-03-31 05:01:25.81+00,cuba.xml,262316,f,,N,-1
